id,name,email,twitter,group,area,chamber,start_date,end_date
8262d284-814d-475e-ba63-087c30130f52,SAMPARI MINDEBA,,,180,,Assemblée nationale,2011-10-06,""
f102fcb4-9933-4d49-b22a-784c926e5217,SANI MAIGOCHI,,,182,,Assemblée nationale,2011-10-06,""
0d5c8569-a41f-42a8-9d64-6b7ee164ba97,SANI OUSMANE DIT DAN DIDJE,,,178,,Assemblée nationale,2011-10-06,""
d9620bfc-6c91-4a7c-95cd-33c3c64f24f4,SANOUSSI MOUSSA MAREINI,,,179,,Assemblée nationale,2011-10-06,""
d1c9da30-57f7-4f7d-8c89-ce3a1dab0203,SEINI SALEY,,,181,,Assemblée nationale,2011-10-06,""
3274d7c7-c1af-455f-86f5-1eaee5026199,SOUMAILA SALOU,,,181,,Assemblée nationale,2011-10-06,""
f5d7950f-78a0-4501-9cb4-c4de31cfeb85,TANIMOUNE OUMAROU,,,179,,Assemblée nationale,2011-10-06,""
6d72d9e8-d8f4-4e27-95bc-177c6e1252db,TONDY YOUNOUSSA,,,180,,Assemblée nationale,2011-10-06,""
f956fc27-f3ee-4412-b4bb-8fbef5323f49,TOUHOUNOUT HADA,,,182,,Assemblée nationale,2011-10-06,""
e94404d0-06ba-43f3-b2ea-4be955a42aed,YACINE BEN MOHAMED,,,181,,Assemblée nationale,2011-10-06,""
2b01239f-8e5d-4fa7-bc31-cf5bf86a073e,YAOU MAMANE ,,,182,,Assemblée nationale,2011-10-06,""
c7d2f7c2-1fde-4a21-8f1e-b1513f9a50ed,ZAKARI OUMAROU,,,181,,Assemblée nationale,2011-10-06,""
49d97a04-745f-4d3d-ac70-5d232de74913,ZARA ELHADJ BAKO,,,179,,Assemblée nationale,2011-10-06,""
